"school_year","school_year_offset","sis_user_id","grade_level","course_id","course_name","course_track","section_id","assessment_window","sequence_index","attendance_category","attendance_probability","score","posterior_readiness_after","is_present_bool","next_sequence_index","next_assessment_window","next_score","next_present","next_readiness","support_risk_next","support_risk_next_45","current_absent","current_readiness_missing","current_readiness","current_readiness_z","sequence_z","readiness_below_45","readiness_45_to_60","readiness_above_60","semester_sin","semester_cos","annual_sin","annual_cos"
"2019-2020",1,"SYN-SIS-000071",12,"MATH-PRECALC","Precalculus","regular","Y01-SEC-017","beginning_of_year",3,"high",0.9882,34.99,35.4862,TRUE,4,"end_of_year",40.11,TRUE,39.7393,1,1,0,0,35.4862,-0.798247933700502,-1.05134488053236,9.5138,0,0,3.67394039744206e-16,-1,-1,-1.83697019872103e-16
"2018-2019",0,"SYN-SIS-000072",11,"MATH-GEOM","Geometry","regular","Y00-SEC-003","beginning_of_year",1,"high",0.9957,20.7,25.0279,TRUE,2,"end_of_year",35.27,TRUE,34.2291,1,1,0,0,25.0279,-1.38337030987287,-1.57784939445842,19.9721,0,0,1.22464679914735e-16,-1,1,6.12323399573677e-17
"2018-2019",0,"SYN-SIS-000072",11,"MATH-GEOM","Geometry","regular","Y00-SEC-003","end_of_year",2,"high",0.9957,35.27,34.2291,TRUE,3,"beginning_of_year",25.08,TRUE,26.8758,1,1,0,0,34.2291,-0.868580333716401,-1.31459713749539,10.7709,0,0,-2.44929359829471e-16,1,1.22464679914735e-16,-1
"2019-2020",1,"SYN-SIS-000072",12,"MATH-ALG2","Algebra 2","regular","Y01-SEC-007","beginning_of_year",3,"high",0.9957,25.08,26.8758,TRUE,4,"end_of_year",33.52,TRUE,33.0362,1,1,0,0,26.8758,-1.27998375193048,-1.05134488053236,18.1242,0,0,3.67394039744206e-16,-1,-1,-1.83697019872103e-16
"2018-2019",0,"SYN-SIS-000073",10,"MATH-AP-PRECALC","AP Precalculus","ap","Y00-SEC-018","beginning_of_year",1,"high",0.9749,60.97,59.7015,TRUE,2,"end_of_year",62.47,TRUE,61.8797,0,0,0,0,59.7015,0.556552930276124,-1.57784939445842,0,14.7015,0,1.22464679914735e-16,-1,1,6.12323399573677e-17
"2018-2019",0,"SYN-SIS-000073",10,"MATH-AP-PRECALC","AP Precalculus","ap","Y00-SEC-018","end_of_year",2,"high",0.9749,62.47,61.8797,TRUE,3,"beginning_of_year",65.64,TRUE,64.8868,0,0,0,0,61.8797,0.678419157079586,-1.31459713749539,0,15,1.8797,-2.44929359829471e-16,1,1.22464679914735e-16,-1
"2019-2020",1,"SYN-SIS-000073",11,"MATH-AP-CALC-AB","AP Calculus AB","ap","Y01-SEC-021","beginning_of_year",3,"high",0.9749,65.64,64.8868,TRUE,4,"end_of_year",65.28,TRUE,64.9793,0,0,0,0,64.8868,0.84666079265974,-1.05134488053236,0,15,4.88679999999999,3.67394039744206e-16,-1,-1,-1.83697019872103e-16
"2019-2020",1,"SYN-SIS-000073",11,"MATH-AP-CALC-AB","AP Calculus AB","ap","Y01-SEC-021","end_of_year",4,"high",0.9749,65.28,64.9793,TRUE,5,"beginning_of_year",60.93,TRUE,61.3583,0,0,0,0,64.9793,0.851835995110993,-0.788092623569334,0,15,4.97929999999999,-4.89858719658941e-16,1,-2.44929359829471e-16,1
"2020-2021",2,"SYN-SIS-000073",12,"MATH-AP-CALC-BC","AP Calculus BC","ap","Y02-SEC-023","beginning_of_year",5,"high",0.9749,60.93,61.3583,TRUE,6,"end_of_year",65.14,TRUE,64.4375,0,0,0,0,61.3583,0.649247799694899,-0.524840366606305,0,15,1.3583,6.12323399573677e-16,-1,1,3.06161699786838e-16
"2018-2019",0,"SYN-SIS-000074",12,"MATH-AP-PRECALC","AP Precalculus","ap","Y00-SEC-016","beginning_of_year",1,"normal",0.8954,37.04,40.0419,TRUE,2,"end_of_year",38.39,TRUE,39.0268,1,1,0,0,40.0419,-0.543365016866173,-1.57784939445842,4.9581,0,0,1.22464679914735e-16,-1,1,6.12323399573677e-17
"2018-2019",0,"SYN-SIS-000075",11,"MATH-AP-CALC-AB","AP Calculus AB","ap","Y00-SEC-021","beginning_of_year",1,"high",0.9677,82.66,78.3044,TRUE,2,"end_of_year",87.41,TRUE,85.4451,0,0,0,0,78.3044,1.59735048357799,-1.57784939445842,0,15,18.3044,1.22464679914735e-16,-1,1,6.12323399573677e-17
"2018-2019",0,"SYN-SIS-000075",11,"MATH-AP-CALC-AB","AP Calculus AB","ap","Y00-SEC-021","end_of_year",2,"high",0.9677,87.41,85.4451,TRUE,3,"beginning_of_year",86.76,TRUE,85.8796,0,0,0,0,85.4451,1.99685932837438,-1.31459713749539,0,15,25.4451,-2.44929359829471e-16,1,1.22464679914735e-16,-1
"2019-2020",1,"SYN-SIS-000075",12,"MATH-AP-CALC-BC","AP Calculus BC","ap","Y01-SEC-023","beginning_of_year",3,"high",0.9677,86.76,85.8796,TRUE,4,"end_of_year",86.23,TRUE,85.4891,0,0,0,0,85.8796,2.02116879286162,-1.05134488053236,0,15,25.8796,3.67394039744206e-16,-1,-1,-1.83697019872103e-16
"2018-2019",0,"SYN-SIS-000076",10,"MATH-ALG2","Algebra 2","regular","Y00-SEC-011","beginning_of_year",1,"normal",0.9301,46.67,46.6894,TRUE,2,"end_of_year",53.18,TRUE,52.1753,0,0,0,0,46.6894,-0.171449792058526,-1.57784939445842,0,1.6894,0,1.22464679914735e-16,-1,1,6.12323399573677e-17
"2018-2019",0,"SYN-SIS-000076",10,"MATH-ALG2","Algebra 2","regular","Y00-SEC-011","end_of_year",2,"normal",0.9301,53.18,52.1753,TRUE,3,"beginning_of_year",43.79,TRUE,45.0077,1,1,0,0,52.1753,0.135476079588299,-1.31459713749539,0,7.1753,0,-2.44929359829471e-16,1,1.22464679914735e-16,-1
"2019-2020",1,"SYN-SIS-000076",11,"MATH-PRECALC","Precalculus","regular","Y01-SEC-017","beginning_of_year",3,"normal",0.9301,43.79,45.0077,TRUE,4,"end_of_year",62.02,TRUE,59.4636,0,0,0,0,45.0077,-0.265537770029044,-1.05134488053236,0,0.00769999999999982,0,3.67394039744206e-16,-1,-1,-1.83697019872103e-16
"2019-2020",1,"SYN-SIS-000076",11,"MATH-PRECALC","Precalculus","regular","Y01-SEC-017","end_of_year",4,"normal",0.9301,62.02,59.4636,TRUE,5,"beginning_of_year",54.2,TRUE,54.9451,0,0,0,0,59.4636,0.543242869052846,-0.788092623569334,0,14.4636,0,-4.89858719658941e-16,1,-2.44929359829471e-16,1
"2020-2021",2,"SYN-SIS-000076",12,"MATH-AP-CALC-AB","AP Calculus AB","ap","Y02-SEC-021","beginning_of_year",5,"normal",0.9301,54.2,54.9451,TRUE,6,"end_of_year",66.29,TRUE,64.5631,0,0,0,0,54.9451,0.29044122282594,-0.524840366606305,0,9.9451,0,6.12323399573677e-16,-1,1,3.06161699786838e-16
"2018-2019",0,"SYN-SIS-000077",11,"MATH-AP-CALC-AB","AP Calculus AB","ap","Y00-SEC-021","beginning_of_year",1,"normal",0.8774,0,NA,FALSE,2,"end_of_year",28.04,TRUE,32.1599,1,1,1,1,60.6194,0.60790772303294,-1.57784939445842,0,15,0.619399999999999,1.22464679914735e-16,-1,1,6.12323399573677e-17
"2018-2019",0,"SYN-SIS-000077",11,"MATH-AP-CALC-AB","AP Calculus AB","ap","Y00-SEC-021","end_of_year",2,"normal",0.8774,28.04,32.1599,TRUE,3,"beginning_of_year",0,FALSE,NA,1,1,0,0,32.1599,-0.984348213847576,-1.31459713749539,12.8401,0,0,-2.44929359829471e-16,1,1.22464679914735e-16,-1
"2019-2020",1,"SYN-SIS-000077",12,"MATH-AP-CALC-BC","AP Calculus BC","ap","Y01-SEC-022","beginning_of_year",3,"normal",0.8774,0,NA,FALSE,4,"end_of_year",30.23,TRUE,31.0934,1,1,1,1,54.52985,0.267208759929908,-1.05134488053236,0,9.52985,0,3.67394039744206e-16,-1,-1,-1.83697019872103e-16
"2018-2019",0,"SYN-SIS-000078",10,"MATH-AP-PRECALC","AP Precalculus","ap","Y00-SEC-018","beginning_of_year",1,"high",0.9764,37.86,40.1775,TRUE,2,"end_of_year",41.57,TRUE,41.6476,1,1,0,0,40.1775,-0.535778449813308,-1.57784939445842,4.8225,0,0,1.22464679914735e-16,-1,1,6.12323399573677e-17
"2018-2019",0,"SYN-SIS-000078",10,"MATH-AP-PRECALC","AP Precalculus","ap","Y00-SEC-018","end_of_year",2,"high",0.9764,41.57,41.6476,TRUE,3,"beginning_of_year",36.44,TRUE,37.5493,1,1,0,0,41.6476,-0.453529097125874,-1.31459713749539,3.3524,0,0,-2.44929359829471e-16,1,1.22464679914735e-16,-1
"2019-2020",1,"SYN-SIS-000078",11,"MATH-AP-CALC-AB","AP Calculus AB","ap","Y01-SEC-021","beginning_of_year",3,"high",0.9764,36.44,37.5493,TRUE,4,"end_of_year",43.99,TRUE,43.3872,1,1,0,0,37.5493,-0.682821337190436,-1.05134488053236,7.4507,0,0,3.67394039744206e-16,-1,-1,-1.83697019872103e-16
"2019-2020",1,"SYN-SIS-000078",11,"MATH-AP-CALC-AB","AP Calculus AB","ap","Y01-SEC-021","end_of_year",4,"high",0.9764,43.99,43.3872,TRUE,5,"beginning_of_year",42.71,TRUE,43.1176,1,1,0,0,43.3872,-0.356201722161544,-0.788092623569334,1.6128,0,0,-4.89858719658941e-16,1,-2.44929359829471e-16,1
"2020-2021",2,"SYN-SIS-000078",12,"MATH-AP-CALC-BC","AP Calculus BC","ap","Y02-SEC-022","beginning_of_year",5,"high",0.9764,42.71,43.1176,TRUE,6,"end_of_year",46.32,TRUE,46.1319,1,0,0,0,43.1176,-0.3712853392519,-0.524840366606305,1.8824,0,0,6.12323399573677e-16,-1,1,3.06161699786838e-16
"2018-2019",0,"SYN-SIS-000079",10,"MATH-ALG2","Algebra 2","regular","Y00-SEC-009","beginning_of_year",1,"high",0.9849,69.39,65.8839,TRUE,2,"end_of_year",73.34,TRUE,71.7387,0,0,0,0,65.8839,0.902446677677522,-1.57784939445842,0,15,5.8839,1.22464679914735e-16,-1,1,6.12323399573677e-17
"2018-2019",0,"SYN-SIS-000079",10,"MATH-ALG2","Algebra 2","regular","Y00-SEC-009","end_of_year",2,"high",0.9849,73.34,71.7387,TRUE,3,"beginning_of_year",66.6,TRUE,66.8586,0,0,0,0,71.7387,1.23001181618129,-1.31459713749539,0,15,11.7387,-2.44929359829471e-16,1,1.22464679914735e-16,-1
"2019-2020",1,"SYN-SIS-000079",11,"MATH-PRECALC","Precalculus","regular","Y01-SEC-017","beginning_of_year",3,"high",0.9849,66.6,66.8586,TRUE,4,"end_of_year",76.03,TRUE,74.1816,0,0,0,0,66.8586,0.956979324480081,-1.05134488053236,0,15,6.8586,3.67394039744206e-16,-1,-1,-1.83697019872103e-16
"2019-2020",1,"SYN-SIS-000079",11,"MATH-PRECALC","Precalculus","regular","Y01-SEC-017","end_of_year",4,"high",0.9849,76.03,74.1816,TRUE,5,"beginning_of_year",75.94,TRUE,75.2529,0,0,0,0,74.1816,1.36668751421553,-0.788092623569334,0,15,14.1816,-4.89858719658941e-16,1,-2.44929359829471e-16,1
"2020-2021",2,"SYN-SIS-000079",12,"MATH-AP-CALC-AB","AP Calculus AB","ap","Y02-SEC-019","beginning_of_year",5,"high",0.9849,75.94,75.2529,TRUE,6,"end_of_year",74.71,TRUE,74.3551,0,0,0,0,75.2529,1.42662475082124,-0.524840366606305,0,15,15.2529,6.12323399573677e-16,-1,1,3.06161699786838e-16
"2018-2019",0,"SYN-SIS-000080",10,"MATH-AP-PRECALC","AP Precalculus","ap","Y00-SEC-018","beginning_of_year",1,"at_risk",0.5647,25.44,29.6848,TRUE,2,"end_of_year",29.36,TRUE,29.9483,1,1,0,0,29.6848,-1.1228254418162,-1.57784939445842,15.3152,0,0,1.22464679914735e-16,-1,1,6.12323399573677e-17
"2018-2019",0,"SYN-SIS-000080",10,"MATH-AP-PRECALC","AP Precalculus","ap","Y00-SEC-018","end_of_year",2,"at_risk",0.5647,29.36,29.9483,TRUE,3,"beginning_of_year",28.52,TRUE,29.3152,1,1,0,0,29.9483,-1.10808310834695,-1.31459713749539,15.0517,0,0,-2.44929359829471e-16,1,1.22464679914735e-16,-1
"2019-2020",1,"SYN-SIS-000080",11,"MATH-AP-CALC-AB","AP Calculus AB","ap","Y01-SEC-021","beginning_of_year",3,"at_risk",0.5647,28.52,29.3152,TRUE,4,"end_of_year",37.33,TRUE,36.6746,1,1,0,0,29.3152,-1.14350387236737,-1.05134488053236,15.6848,0,0,3.67394039744206e-16,-1,-1,-1.83697019872103e-16
"2019-2020",1,"SYN-SIS-000080",11,"MATH-AP-CALC-AB","AP Calculus AB","ap","Y01-SEC-021","end_of_year",4,"at_risk",0.5647,37.33,36.6746,TRUE,5,"beginning_of_year",35.1,TRUE,35.8031,1,1,0,0,36.6746,-0.731759170532181,-0.788092623569334,8.3254,0,0,-4.89858719658941e-16,1,-2.44929359829471e-16,1
"2020-2021",2,"SYN-SIS-000080",12,"MATH-AP-CALC-BC","AP Calculus BC","ap","Y02-SEC-023","beginning_of_year",5,"at_risk",0.5647,35.1,35.8031,TRUE,6,"end_of_year",45.7,TRUE,44.6434,1,0,0,0,35.8031,-0.78051796984318,-0.524840366606305,9.1969,0,0,6.12323399573677e-16,-1,1,3.06161699786838e-16
"2018-2019",0,"SYN-SIS-000081",9,"MATH-ALG1","Algebra 1","regular","Y00-SEC-001","beginning_of_year",1,"normal",0.9543,91.85,84.5802,TRUE,2,"end_of_year",94.94,TRUE,92.4112,0,0,0,0,84.5802,1.94846978675179,-1.57784939445842,0,15,24.5802,1.22464679914735e-16,-1,1,6.12323399573677e-17
"2018-2019",0,"SYN-SIS-000081",9,"MATH-ALG1","Algebra 1","regular","Y00-SEC-001","end_of_year",2,"normal",0.9543,94.94,92.4112,TRUE,3,"beginning_of_year",94.46,TRUE,93.0803,0,0,0,0,92.4112,2.38659962886818,-1.31459713749539,0,15,32.4112,-2.44929359829471e-16,1,1.22464679914735e-16,-1
"2019-2020",1,"SYN-SIS-000081",10,"MATH-GEOM","Geometry","regular","Y01-SEC-004","beginning_of_year",3,"normal",0.9543,94.46,93.0803,TRUE,4,"end_of_year",100,TRUE,97.8489,0,0,0,0,93.0803,2.42403452573449,-1.05134488053236,0,15,33.0803,3.67394039744206e-16,-1,-1,-1.83697019872103e-16
"2019-2020",1,"SYN-SIS-000081",10,"MATH-GEOM","Geometry","regular","Y01-SEC-004","end_of_year",4,"normal",0.9543,100,97.8489,TRUE,5,"beginning_of_year",93.85,TRUE,93.4171,0,0,0,0,97.8489,2.69082880042689,-0.788092623569334,0,15,37.8489,-4.89858719658941e-16,1,-2.44929359829471e-16,1
"2020-2021",2,"SYN-SIS-000081",11,"MATH-ALG2-H","Honors Algebra 2","honors","Y02-SEC-010","beginning_of_year",5,"normal",0.9543,93.85,93.4171,TRUE,6,"end_of_year",99.31,TRUE,97.4453,0,0,0,0,93.4171,2.44287785747051,-0.524840366606305,0,15,33.4171,6.12323399573677e-16,-1,1,3.06161699786838e-16
"2020-2021",2,"SYN-SIS-000081",11,"MATH-ALG2-H","Honors Algebra 2","honors","Y02-SEC-010","end_of_year",6,"normal",0.9543,99.31,97.4453,TRUE,7,"beginning_of_year",100,TRUE,98.6479,0,0,0,0,97.4453,2.66824813329904,-0.261588109643275,0,15,37.4453,-7.34788079488412e-16,1,3.67394039744206e-16,-1
"2021-2022",3,"SYN-SIS-000081",12,"MATH-AP-PRECALC","AP Precalculus","ap","Y03-SEC-014","beginning_of_year",7,"normal",0.9543,100,98.6479,TRUE,8,"end_of_year",97.32,TRUE,96.5424,0,0,0,0,98.6479,2.7355313599788,0.00166414731975435,0,15,38.6479,8.57252759403147e-16,-1,-1,-4.28626379701574e-16
"2018-2019",0,"SYN-SIS-000082",11,"MATH-AP-CALC-AB","AP Calculus AB","ap","Y00-SEC-022","beginning_of_year",1,"high",0.9925,50.47,51.1094,TRUE,2,"end_of_year",53.13,TRUE,52.8975,0,0,0,0,51.1094,0.0758409629094769,-1.57784939445842,0,6.1094,0,1.22464679914735e-16,-1,1,6.12323399573677e-17
"2018-2019",0,"SYN-SIS-000082",11,"MATH-AP-CALC-AB","AP Calculus AB","ap","Y00-SEC-022","end_of_year",2,"high",0.9925,53.13,52.8975,TRUE,3,"beginning_of_year",52.36,TRUE,52.5246,0,0,0,0,52.8975,0.175881822402302,-1.31459713749539,0,7.8975,0,-2.44929359829471e-16,1,1.22464679914735e-16,-1
"2019-2020",1,"SYN-SIS-000082",12,"MATH-AP-CALC-BC","AP Calculus BC","ap","Y01-SEC-022","beginning_of_year",3,"high",0.9925,52.36,52.5246,TRUE,4,"end_of_year",60.61,TRUE,59.4452,0,0,0,0,52.5246,0.155018763006924,-1.05134488053236,0,7.5246,0,3.67394039744206e-16,-1,-1,-1.83697019872103e-16
"2018-2019",0,"SYN-SIS-000083",11,"MATH-PRECALC","Precalculus","regular","Y00-SEC-020","beginning_of_year",1,"high",0.9942,34.33,36.5429,TRUE,2,"end_of_year",33.96,TRUE,34.6412,1,1,0,0,36.5429,-0.739127539860074,-1.57784939445842,8.4571,0,0,1.22464679914735e-16,-1,1,6.12323399573677e-17
"2018-2019",0,"SYN-SIS-000083",11,"MATH-PRECALC","Precalculus","regular","Y00-SEC-020","end_of_year",2,"high",0.9942,33.96,34.6412,TRUE,3,"beginning_of_year",26.95,TRUE,28.6496,1,1,0,0,34.6412,-0.845524107444384,-1.31459713749539,10.3588,0,0,-2.44929359829471e-16,1,1.22464679914735e-16,-1
"2019-2020",1,"SYN-SIS-000083",12,"MATH-AP-CALC-AB","AP Calculus AB","ap","Y01-SEC-021","beginning_of_year",3,"high",0.9942,26.95,28.6496,TRUE,4,"end_of_year",0,FALSE,NA,1,1,0,0,28.6496,-1.18074295076255,-1.05134488053236,16.3504,0,0,3.67394039744206e-16,-1,-1,-1.83697019872103e-16
"2018-2019",0,"SYN-SIS-000084",9,"MATH-GEOM","Geometry","regular","Y00-SEC-004","beginning_of_year",1,"normal",0.8949,55.03,53.4736,TRUE,2,"end_of_year",62.15,TRUE,60.6064,0,0,0,0,53.4736,0.208113542750054,-1.57784939445842,0,8.4736,0,1.22464679914735e-16,-1,1,6.12323399573677e-17
"2018-2019",0,"SYN-SIS-000084",9,"MATH-GEOM","Geometry","regular","Y00-SEC-004","end_of_year",2,"normal",0.8949,62.15,60.6064,TRUE,3,"beginning_of_year",64.22,TRUE,63.4309,0,0,0,0,60.6064,0.607180397283034,-1.31459713749539,0,15,0.606400000000001,-2.44929359829471e-16,1,1.22464679914735e-16,-1
"2019-2020",1,"SYN-SIS-000084",10,"MATH-ALG2-H","Honors Algebra 2","honors","Y01-SEC-012","beginning_of_year",3,"normal",0.8949,64.22,63.4309,TRUE,4,"end_of_year",0,FALSE,NA,1,1,0,0,63.4309,0.765205903483741,-1.05134488053236,0,15,3.4309,3.67394039744206e-16,-1,-1,-1.83697019872103e-16
"2019-2020",1,"SYN-SIS-000084",10,"MATH-ALG2-H","Honors Algebra 2","honors","Y01-SEC-012","end_of_year",4,"normal",0.8949,0,NA,FALSE,5,"beginning_of_year",60.14,TRUE,60.4449,0,0,1,1,70.6446,1.16879896210652,-0.788092623569334,0,15,10.6446,-4.89858719658941e-16,1,-2.44929359829471e-16,1
"2020-2021",2,"SYN-SIS-000084",11,"MATH-AP-PRECALC","AP Precalculus","ap","Y02-SEC-011","beginning_of_year",5,"normal",0.8949,60.14,60.4449,TRUE,6,"end_of_year",67.1,TRUE,65.931,0,0,0,0,60.4449,0.598144773543819,-0.524840366606305,0,15,0.444899999999997,6.12323399573677e-16,-1,1,3.06161699786838e-16
"2020-2021",2,"SYN-SIS-000084",11,"MATH-AP-PRECALC","AP Precalculus","ap","Y02-SEC-011","end_of_year",6,"normal",0.8949,67.1,65.931,TRUE,7,"beginning_of_year",67.15,TRUE,66.7387,0,0,0,0,65.931,0.905081834817566,-0.261588109643275,0,15,5.931,-7.34788079488412e-16,1,3.67394039744206e-16,-1
"2021-2022",3,"SYN-SIS-000084",12,"MATH-AP-CALC-AB","AP Calculus AB","ap","Y03-SEC-019","beginning_of_year",7,"normal",0.8949,67.15,66.7387,TRUE,8,"end_of_year",70.65,TRUE,69.8021,0,0,0,0,66.7387,0.950271143140564,0.00166414731975435,0,15,6.73869999999999,8.57252759403147e-16,-1,-1,-4.28626379701574e-16
"2018-2019",0,"SYN-SIS-000085",9,"MATH-GEOM","Geometry","regular","Y00-SEC-007","beginning_of_year",1,"high",0.9874,52.06,50.9645,TRUE,2,"end_of_year",54.05,TRUE,53.4324,0,0,0,0,50.9645,0.0677340782047566,-1.57784939445842,0,5.9645,0,1.22464679914735e-16,-1,1,6.12323399573677e-17
"2018-2019",0,"SYN-SIS-000085",9,"MATH-GEOM","Geometry","regular","Y00-SEC-007","end_of_year",2,"high",0.9874,54.05,53.4324,TRUE,3,"beginning_of_year",60.35,TRUE,59.2152,0,0,0,0,53.4324,0.205808479604199,-1.31459713749539,0,8.4324,0,-2.44929359829471e-16,1,1.22464679914735e-16,-1
"2019-2020",1,"SYN-SIS-000085",10,"MATH-ALG2-H","Honors Algebra 2","honors","Y01-SEC-012","beginning_of_year",3,"high",0.9874,60.35,59.2152,TRUE,4,"end_of_year",65.72,TRUE,64.5147,0,0,0,0,59.2152,0.529345352416183,-1.05134488053236,0,14.2152,0,3.67394039744206e-16,-1,-1,-1.83697019872103e-16
"2019-2020",1,"SYN-SIS-000085",10,"MATH-ALG2-H","Honors Algebra 2","honors","Y01-SEC-012","end_of_year",4,"high",0.9874,65.72,64.5147,TRUE,5,"beginning_of_year",61.61,TRUE,61.8297,0,0,0,0,64.5147,0.825842491772049,-0.788092623569334,0,15,4.5147,-4.89858719658941e-16,1,-2.44929359829471e-16,1
"2020-2021",2,"SYN-SIS-000085",11,"MATH-AP-PRECALC","AP Precalculus","ap","Y02-SEC-012","beginning_of_year",5,"high",0.9874,61.61,61.8297,TRUE,6,"end_of_year",61.63,TRUE,61.4925,0,0,0,0,61.8297,0.675621750349179,-0.524840366606305,0,15,1.8297,6.12323399573677e-16,-1,1,3.06161699786838e-16
"2020-2021",2,"SYN-SIS-000085",11,"MATH-AP-PRECALC","AP Precalculus","ap","Y02-SEC-012","end_of_year",6,"high",0.9874,61.63,61.4925,TRUE,7,"beginning_of_year",61.9,TRUE,61.7179,0,0,0,0,61.4925,0.656756039359312,-0.261588109643275,0,15,1.4925,-7.34788079488412e-16,1,3.67394039744206e-16,-1
"2021-2022",3,"SYN-SIS-000085",12,"MATH-AP-CALC-AB","AP Calculus AB","ap","Y03-SEC-020","beginning_of_year",7,"high",0.9874,61.9,61.7179,TRUE,8,"end_of_year",65.64,TRUE,64.9073,0,0,0,0,61.7179,0.669366748899988,0.00166414731975435,0,15,1.7179,8.57252759403147e-16,-1,-1,-4.28626379701574e-16
"2018-2019",0,"SYN-SIS-000086",9,"MATH-ALG1","Algebra 1","regular","Y00-SEC-002","beginning_of_year",1,"high",0.9766,58.31,56.2447,TRUE,2,"end_of_year",63.55,TRUE,62.1547,0,0,0,0,56.2447,0.363151418562686,-1.57784939445842,0,11.2447,0,1.22464679914735e-16,-1,1,6.12323399573677e-17
"2018-2019",0,"SYN-SIS-000086",9,"MATH-ALG1","Algebra 1","regular","Y00-SEC-002","end_of_year",2,"high",0.9766,63.55,62.1547,TRUE,3,"beginning_of_year",58,TRUE,58.2872,0,0,0,0,62.1547,0.693804894096826,-1.31459713749539,0,15,2.1547,-2.44929359829471e-16,1,1.22464679914735e-16,-1
"2019-2020",1,"SYN-SIS-000086",10,"MATH-GEOM","Geometry","regular","Y01-SEC-003","beginning_of_year",3,"high",0.9766,58,58.2872,TRUE,4,"end_of_year",64.07,TRUE,62.9052,0,0,0,0,58.2872,0.477425483499823,-1.05134488053236,0,13.2872,0,3.67394039744206e-16,-1,-1,-1.83697019872103e-16
"2019-2020",1,"SYN-SIS-000086",10,"MATH-GEOM","Geometry","regular","Y01-SEC-003","end_of_year",4,"high",0.9766,64.07,62.9052,TRUE,5,"beginning_of_year",65.29,TRUE,64.6799,0,0,0,0,62.9052,0.735793969120239,-0.788092623569334,0,15,2.9052,-4.89858719658941e-16,1,-2.44929359829471e-16,1
"2020-2021",2,"SYN-SIS-000086",11,"MATH-ALG2-H","Honors Algebra 2","honors","Y02-SEC-009","beginning_of_year",5,"high",0.9766,65.29,64.6799,TRUE,6,"end_of_year",70.27,TRUE,69.1212,0,0,0,0,64.6799,0.835085123609315,-0.524840366606305,0,15,4.6799,6.12323399573677e-16,-1,1,3.06161699786838e-16
"2020-2021",2,"SYN-SIS-000086",11,"MATH-ALG2-H","Honors Algebra 2","honors","Y02-SEC-009","end_of_year",6,"high",0.9766,70.27,69.1212,TRUE,7,"beginning_of_year",63.9,TRUE,64.4138,0,0,0,0,69.1212,1.08356757384447,-0.261588109643275,0,15,9.1212,-7.34788079488412e-16,1,3.67394039744206e-16,-1
"2021-2022",3,"SYN-SIS-000086",12,"MATH-AP-PRECALC","AP Precalculus","ap","Y03-SEC-013","beginning_of_year",7,"high",0.9766,63.9,64.4138,TRUE,8,"end_of_year",66.44,TRUE,65.9387,0,0,0,0,64.4138,0.820197324990087,0.00166414731975435,0,15,4.41379999999999,8.57252759403147e-16,-1,-1,-4.28626379701574e-16
"2018-2019",0,"SYN-SIS-000087",10,"MATH-ALG2","Algebra 2","regular","Y00-SEC-011","beginning_of_year",1,"high",0.9651,0,NA,FALSE,2,"end_of_year",48.57,TRUE,48.2946,1,0,1,1,39.3256,-0.583440665685988,-1.57784939445842,5.6744,0,0,1.22464679914735e-16,-1,1,6.12323399573677e-17
"2018-2019",0,"SYN-SIS-000087",10,"MATH-ALG2","Algebra 2","regular","Y00-SEC-011","end_of_year",2,"high",0.9651,48.57,48.2946,TRUE,3,"beginning_of_year",49.24,TRUE,49.1002,1,0,0,0,48.2946,-0.0816418463855308,-1.31459713749539,0,3.2946,0,-2.44929359829471e-16,1,1.22464679914735e-16,-1
"2019-2020",1,"SYN-SIS-000087",11,"MATH-PRECALC","Precalculus","regular","Y01-SEC-017","beginning_of_year",3,"high",0.9651,49.24,49.1002,TRUE,4,"end_of_year",50.43,TRUE,50.2118,0,0,0,0,49.1002,-0.0365700291452089,-1.05134488053236,0,4.1002,0,3.67394039744206e-16,-1,-1,-1.83697019872103e-16
"2019-2020",1,"SYN-SIS-000087",11,"MATH-PRECALC","Precalculus","regular","Y01-SEC-017","end_of_year",4,"high",0.9651,50.43,50.2118,TRUE,5,"beginning_of_year",49.62,TRUE,49.8555,1,0,0,0,50.2118,0.0256219172852053,-0.788092623569334,0,5.2118,0,-4.89858719658941e-16,1,-2.44929359829471e-16,1
"2020-2021",2,"SYN-SIS-000087",12,"MATH-AP-CALC-AB","AP Calculus AB","ap","Y02-SEC-017","beginning_of_year",5,"high",0.9651,49.62,49.8555,TRUE,6,"end_of_year",66.53,TRUE,64.0946,0,0,0,0,49.8555,0.00568759692432323,-0.524840366606305,0,4.8555,0,6.12323399573677e-16,-1,1,3.06161699786838e-16
"2018-2019",0,"SYN-SIS-000088",10,"MATH-ALG2","Algebra 2","regular","Y00-SEC-010","beginning_of_year",1,"high",0.9606,58.82,56.9541,TRUE,2,"end_of_year",62.96,TRUE,61.7916,0,0,0,0,56.9541,0.402841025253704,-1.57784939445842,0,11.9541,0,1.22464679914735e-16,-1,1,6.12323399573677e-17
"2018-2019",0,"SYN-SIS-000088",10,"MATH-ALG2","Algebra 2","regular","Y00-SEC-010","end_of_year",2,"high",0.9606,62.96,61.7916,TRUE,3,"beginning_of_year",55.82,TRUE,56.4394,0,0,0,0,61.7916,0.673490126420608,-1.31459713749539,0,15,1.7916,-2.44929359829471e-16,1,1.22464679914735e-16,-1
