"school_year","school_year_offset","sis_user_id","grade_level","course_id","course_name","course_track","section_id","section_label","teacher_id","teacher_label","attendance_category","attendance_probability","boy_score","eoy_score","boy_readiness","eoy_readiness","score_gain","readiness_gain","boy_score_z","boy_readiness_z","boy_below_45","boy_45_to_60","boy_above_60","annual_sin","annual_cos","section_year_id","expected_gain","expected_eoy","adjusted_growth_residual"
"2025-2026",0,"SYN-SIS-000207","12","MATH-AP-CALC-BC","AP Calculus BC","ap","Y00-SEC-026","AP Calculus BC - Synthetic Section 01-26","TCH-005","Teacher 05","high",0.9829,58.12,57.67,57.8509,57.664,-0.449999999999996,-0.186900000000001,0.47552524155909,0.486500764453714,0,13.12,0,1,6.12323399573677e-17,"Y00-SEC-026 | 2025-2026",4.37653771096072,62.4965377109607,-4.82653771096071
"2025-2026",0,"SYN-SIS-000217","12","MATH-AP-CALC-BC","AP Calculus BC","ap","Y00-SEC-026","AP Calculus BC - Synthetic Section 01-26","TCH-005","Teacher 05","normal",0.8654,89.74,95.12,84.5644,92.8262,5.38000000000001,8.26179999999999,2.0386275305115,1.9151940869142,0,15,29.74,1,6.12323399573677e-17,"Y00-SEC-026 | 2025-2026",1.47339881777903,91.213398817779,3.90660118222098
"2025-2026",0,"SYN-SIS-000228","11","MATH-AP-CALC-BC","AP Calculus BC","ap","Y00-SEC-026","AP Calculus BC - Synthetic Section 01-26","TCH-005","Teacher 05","high",0.9931,48.7,61.51,49.6141,59.7799,12.81,10.1658,0.00985719722222327,0.0459796362435367,0,3.7,0,1,6.12323399573677e-17,"Y00-SEC-026 | 2025-2026",5.88219840365088,54.5821984036509,6.92780159634912
"2026-2027",1,"SYN-SIS-000290","9","MATH-ALG1","Algebra 1","regular","Y01-SEC-001","Algebra 1 - Synthetic Section 02-01","TCH-001","Teacher 01","high",0.9775,4.91,13.74,11.1309,14.1235,8.83,2.9926,-2.15485656726943,-2.01218162554962,40.09,0,0,-1,-1.83697019872103e-16,"Y01-SEC-001 | 2026-2027",10.2337898081076,15.1437898081076,-1.40378980810762
"2026-2027",1,"SYN-SIS-000294","9","MATH-ALG1","Algebra 1","regular","Y01-SEC-001","Algebra 1 - Synthetic Section 02-01","TCH-001","Teacher 01","high",0.9952,24.58,39.89,27.7486,38.4075,15.31,10.6589,-1.18249027936007,-1.12343260259674,20.42,0,0,-1,-1.83697019872103e-16,"Y01-SEC-001 | 2026-2027",8.14651975489517,32.7265197548952,7.16348024510483
"2026-2027",1,"SYN-SIS-000298","9","MATH-ALG1","Algebra 1","regular","Y01-SEC-001","Algebra 1 - Synthetic Section 02-01","TCH-001","Teacher 01","high",0.9847,37.98,45.21,39.0693,44.3952,7.23,5.3259,-0.520075014592131,-0.5179781134591,7.02,0,0,-1,-1.83697019872103e-16,"Y01-SEC-001 | 2026-2027",6.76568672905406,44.7456867290541,0.46431327094594
"2026-2027",1,"SYN-SIS-000299","9","MATH-ALG1","Algebra 1","regular","Y01-SEC-001","Algebra 1 - Synthetic Section 02-01","TCH-001","Teacher 01","normal",0.9381,22.56,24.43,26.0421,25.1214,1.87,-0.9207,-1.28234690882509,-1.21469975795934,22.44,0,0,-1,-1.83697019872103e-16,"Y01-SEC-001 | 2026-2027",8.64786981562126,31.2078698156213,-6.77786981562126
"2026-2027",1,"SYN-SIS-000309","9","MATH-ALG1","Algebra 1","regular","Y01-SEC-001","Algebra 1 - Synthetic Section 02-01","TCH-001","Teacher 01","high",0.9939,38.07,52.9,39.1453,50.9019,14.83,11.7566,-0.515625956843689,-0.513913476009608,6.93,0,0,-1,-1.83697019872103e-16,"Y01-SEC-001 | 2026-2027",6.73952191226362,44.8095219122636,8.09047808773638
"2026-2027",1,"SYN-SIS-000315","9","MATH-ALG1","Algebra 1","regular","Y01-SEC-001","Algebra 1 - Synthetic Section 02-01","TCH-001","Teacher 01","normal",0.9378,38.67,51.93,39.6522,50.1493,13.26,10.4971,-0.48596557185408,-0.486803413862932,6.33,0,0,-1,-1.83697019872103e-16,"Y01-SEC-001 | 2026-2027",6.96532577103805,45.635325771038,6.29467422896195
"2026-2027",1,"SYN-SIS-000317","9","MATH-ALG1","Algebra 1","regular","Y01-SEC-001","Algebra 1 - Synthetic Section 02-01","TCH-001","Teacher 01","high",0.9913,53.41,59.55,52.105,58.2294,6.14,6.1244,0.242691219390656,0.179198128650628,0,8.41,0,-1,-1.83697019872103e-16,"Y01-SEC-001 | 2026-2027",5.14161405939658,58.5516140593966,0.998385940603419
"2026-2027",1,"SYN-SIS-000321","9","MATH-ALG1","Algebra 1","regular","Y01-SEC-001","Algebra 1 - Synthetic Section 02-01","TCH-001","Teacher 01","high",0.9965,34.65,35.58,36.256,35.8884,0.93,-0.367600000000003,-0.684690151284462,-0.668439225783509,10.35,0,0,-1,-1.83697019872103e-16,"Y01-SEC-001 | 2026-2027",7.0920889608213,41.7420889608213,-6.1620889608213
"2026-2027",1,"SYN-SIS-000327","9","MATH-ALG1","Algebra 1","regular","Y01-SEC-001","Algebra 1 - Synthetic Section 02-01","TCH-001","Teacher 01","normal",0.9172,40.29,46.96,41.0209,46.131,6.67,5.1101,-0.405882532382135,-0.413602502321889,4.71,0,0,-1,-1.83697019872103e-16,"Y01-SEC-001 | 2026-2027",6.83360890765453,47.1236089076545,-0.163608907654529
"2026-2027",1,"SYN-SIS-000338","9","MATH-ALG1","Algebra 1","regular","Y01-SEC-001","Algebra 1 - Synthetic Section 02-01","TCH-001","Teacher 01","normal",0.9334,61.4,54.22,58.8552,54.6168,-7.18,-4.23840000000001,0.637668679502287,0.540212809065879,0,15,1.4,-1,-1.83697019872103e-16,"Y01-SEC-001 | 2026-2027",4.5986279460322,65.9986279460322,-11.7786279460322
"2026-2027",1,"SYN-SIS-000172","10","MATH-GEOM","Geometry","regular","Y01-SEC-002","Geometry - Synthetic Section 02-02","TCH-002","Teacher 02","high",0.9751,30.1,41.35,31.282,40.1488,11.25,8.8668,-0.909614737455666,-0.934459050438401,14.9,0,0,-1,-1.83697019872103e-16,"Y01-SEC-002 | 2026-2027",7.35019964730535,37.4501996473053,3.89980035269465
"2026-2027",1,"SYN-SIS-000204","10","MATH-GEOM","Geometry","regular","Y01-SEC-002","Geometry - Synthetic Section 02-02","TCH-002","Teacher 02","high",0.9574,44.19,54.43,44.6283,52.9595,10.24,8.3312,-0.213090029949674,-0.220671276857461,0.810000000000002,0,0,-1,-1.83697019872103e-16,"Y01-SEC-002 | 2026-2027",5.91039708697046,50.1003970869705,4.32960291302954
"2026-2027",1,"SYN-SIS-000263","10","MATH-GEOM","Geometry","regular","Y01-SEC-002","Geometry - Synthetic Section 02-02","TCH-002","Teacher 02","high",0.9905,11.71,19.41,13.1929,19.2274,7.7,6.0345,-1.81870553738719,-1.90190159369631,33.29,0,0,-1,-1.83697019872103e-16,"Y01-SEC-002 | 2026-2027",9.24343479526346,20.9534347952635,-1.54343479526346
"2026-2027",1,"SYN-SIS-000295","9","MATH-GEOM","Geometry","regular","Y01-SEC-002","Geometry - Synthetic Section 02-02","TCH-002","Teacher 02","high",0.9956,76.38,65.27,71.5107,65.6213,-11.11,-5.88939999999999,1.37818962474287,1.21705516751381,0,15,16.38,-1,-1.83697019872103e-16,"Y01-SEC-002 | 2026-2027",2.73399116502817,79.1139911650282,-13.8439911650282
"2026-2027",1,"SYN-SIS-000297","9","MATH-GEOM","Geometry","regular","Y01-SEC-002","Geometry - Synthetic Section 02-02","TCH-002","Teacher 02","high",0.9676,58.77,52.42,56.6333,52.803,-6.35,-3.8303,0.507657325297833,0.42138099394712,0,13.77,0,-1,-1.83697019872103e-16,"Y01-SEC-002 | 2026-2027",4.62480916193589,63.3948091619359,-10.9748091619359
"2026-2027",1,"SYN-SIS-000302","9","MATH-GEOM","Geometry","regular","Y01-SEC-002","Geometry - Synthetic Section 02-02","TCH-002","Teacher 02","normal",0.9491,52.08,51.43,50.9814,51.2212,-0.649999999999999,0.239800000000002,0.176944032663689,0.119105672884195,0,7.08,0,-1,-1.83697019872103e-16,"Y01-SEC-002 | 2026-2027",5.5437291643697,57.6237291643697,-6.1937291643697
"2026-2027",1,"SYN-SIS-000304","9","MATH-GEOM","Geometry","regular","Y01-SEC-002","Geometry - Synthetic Section 02-02","TCH-002","Teacher 02","normal",0.9353,47.2,46.82,46.8586,46.7827,-0.380000000000003,-0.0759000000000043,-0.0642937652518001,-0.10139021233639,0,2.2,0,-1,-1.83697019872103e-16,"Y01-SEC-002 | 2026-2027",6.07870978858622,53.2787097885862,-6.45870978858623
"2026-2027",1,"SYN-SIS-000305","9","MATH-GEOM","Geometry","regular","Y01-SEC-002","Geometry - Synthetic Section 02-02","TCH-002","Teacher 02","normal",0.9303,43.17,49.84,43.454,48.885,6.67,5.431,-0.26351268443201,-0.283475273659279,1.83,0,0,-1,-1.83697019872103e-16,"Y01-SEC-002 | 2026-2027",6.50885345815277,49.6788534581528,0.161146541847229
"2026-2027",1,"SYN-SIS-000310","9","MATH-GEOM","Geometry","regular","Y01-SEC-002","Geometry - Synthetic Section 02-02","TCH-002","Teacher 02","normal",0.9385,35.05,43.41,36.594,42.548,8.36,5.954,-0.664916561291389,-0.650362285547611,9.95,0,0,-1,-1.83697019872103e-16,"Y01-SEC-002 | 2026-2027",7.34224953258323,42.3922495325832,1.01775046741677
"2026-2027",1,"SYN-SIS-000318","9","MATH-GEOM","Geometry","regular","Y01-SEC-002","Geometry - Synthetic Section 02-02","TCH-002","Teacher 02","high",0.9801,47.32,63,46.96,60.4654,15.68,13.5054,-0.0583616882538783,-0.0959671302656211,0,2.32,0,-1,-1.83697019872103e-16,"Y01-SEC-002 | 2026-2027",5.79827220385503,53.118272203855,9.88172779614496
"2026-2027",1,"SYN-SIS-000326","9","MATH-GEOM","Geometry","regular","Y01-SEC-002","Geometry - Synthetic Section 02-02","TCH-002","Teacher 02","normal",0.8995,61.88,67.23,59.2607,65.6615,5.35,6.4008,0.661396987493975,0.561899789141785,0,15,1.88,-1,-1.83697019872103e-16,"Y01-SEC-002 | 2026-2027",4.61024459964175,66.4902445996418,0.739755400358247
"2026-2027",1,"SYN-SIS-000339","9","MATH-GEOM","Geometry","regular","Y01-SEC-002","Geometry - Synthetic Section 02-02","TCH-002","Teacher 02","normal",0.939,17.97,23.2,22.1643,23.5708,5.23,1.4065,-1.5092488539956,-1.42209253561249,27.03,0,0,-1,-1.83697019872103e-16,"Y01-SEC-002 | 2026-2027",9.12576983691354,27.0957698369135,-3.89576983691354
"2026-2027",1,"SYN-SIS-000341","9","MATH-GEOM","Geometry","regular","Y01-SEC-002","Geometry - Synthetic Section 02-02","TCH-002","Teacher 02","high",0.997,38.28,43.59,39.3228,43.06,5.31,3.7372,-0.505244822097326,-0.504420408282176,6.72,0,0,-1,-1.83697019872103e-16,"Y01-SEC-002 | 2026-2027",6.71193409256379,44.9919340925638,-1.40193409256379
"2026-2027",1,"SYN-SIS-000035","10","MATH-GEOM","Geometry","regular","Y01-SEC-003","Geometry - Synthetic Section 02-03","TCH-001","Teacher 01","high",0.9754,21.83,22.74,22.362,23.2501,0.91,0.888100000000001,-1.31843371056245,-1.41151913003664,23.17,0,0,-1,-1.83697019872103e-16,"Y01-SEC-003 | 2026-2027",8.21366047831595,30.043660478316,-7.30366047831595
"2026-2027",1,"SYN-SIS-000086","10","MATH-GEOM","Geometry","regular","Y01-SEC-003","Geometry - Synthetic Section 02-03","TCH-001","Teacher 01","high",0.9766,58,64.07,58.2872,62.9052,6.06999999999999,4.618,0.469593164561168,0.509834992338098,0,13,0,-1,-1.83697019872103e-16,"Y01-SEC-003 | 2026-2027",4.43261699879937,62.4326169987994,1.63738300120062
"2026-2027",1,"SYN-SIS-000115","11","MATH-GEOM","Geometry","regular","Y01-SEC-003","Geometry - Synthetic Section 02-03","TCH-001","Teacher 01","normal",0.9355,57.57,60.2,57.9283,59.6301,2.63,1.7018,0.448336555318615,0.490640276803591,0,12.57,0,-1,-1.83697019872103e-16,"Y01-SEC-003 | 2026-2027",4.35420728196674,61.9242072819667,-1.72420728196674
"2026-2027",1,"SYN-SIS-000231","10","MATH-GEOM","Geometry","regular","Y01-SEC-003","Geometry - Synthetic Section 02-03","TCH-001","Teacher 01","high",0.9807,35.95,33.29,36.8053,34.068,-2.66,-2.7373,-0.620425983806975,-0.63906152379659,9.05,0,0,-1,-1.83697019872103e-16,"Y01-SEC-003 | 2026-2027",6.72881848144459,42.6788184814446,-9.38881848144459
"2026-2027",1,"SYN-SIS-000292","9","MATH-GEOM","Geometry","regular","Y01-SEC-003","Geometry - Synthetic Section 02-03","TCH-001","Teacher 01","high",0.9751,66.6,70.09,63.2483,68.6036,3.49000000000001,5.3553,0.894725349412235,0.775164898268012,0,15,6.59999999999999,-1,-1.83697019872103e-16,"Y01-SEC-003 | 2026-2027",3.79310596163874,70.3931059616387,-0.303105961638734
"2026-2027",1,"SYN-SIS-000316","9","MATH-GEOM","Geometry","regular","Y01-SEC-003","Geometry - Synthetic Section 02-03","TCH-001","Teacher 01","at_risk",0.6552,55.76,60.48,54.0903,59.2769,4.72,5.1866,0.35886106059996,0.285376085604259,0,10.76,0,-1,-1.83697019872103e-16,"Y01-SEC-003 | 2026-2027",4.40872748598553,60.1687274859855,0.31127251401447
"2026-2027",1,"SYN-SIS-000320","9","MATH-GEOM","Geometry","regular","Y01-SEC-003","Geometry - Synthetic Section 02-03","TCH-001","Teacher 01","high",0.9935,27.85,29.12,30.5112,29.6731,1.27,-0.838099999999997,-1.0208411811667,-0.97568303130772,17.15,0,0,-1,-1.83697019872103e-16,"Y01-SEC-003 | 2026-2027",7.80798417300448,35.6579841730045,-6.53798417300449
"2026-2027",1,"SYN-SIS-000331","9","MATH-GEOM","Geometry","regular","Y01-SEC-003","Geometry - Synthetic Section 02-03","TCH-001","Teacher 01","high",0.9799,39.48,42.35,40.3366,42.1461,2.87,1.8095,-0.445924052118107,-0.450200283988825,5.52,0,0,-1,-1.83697019872103e-16,"Y01-SEC-003 | 2026-2027",6.61771981038021,46.0977198103802,-3.74771981038021
"2026-2027",1,"SYN-SIS-000345","9","MATH-GEOM","Geometry","regular","Y01-SEC-003","Geometry - Synthetic Section 02-03","TCH-001","Teacher 01","normal",0.9598,12.63,22.75,17.6529,22.5956,10.12,4.9427,-1.77322628040312,-1.66337155389719,32.37,0,0,-1,-1.83697019872103e-16,"Y01-SEC-003 | 2026-2027",9.64576893419271,22.2757689341927,0.474231065807285
"2026-2027",1,"SYN-SIS-000081","10","MATH-GEOM","Geometry","regular","Y01-SEC-004","Geometry - Synthetic Section 02-04","TCH-002","Teacher 02","normal",0.9543,94.46,100,93.0803,97.8489,5.54000000000001,4.76860000000001,2.27195589242976,2.37064206133692,0,15,34.46,-1,-1.83697019872103e-16,"Y01-SEC-004 | 2026-2027",0.850368545691992,95.310368545692,4.68963145430802
"2026-2027",1,"SYN-SIS-000113","10","MATH-GEOM","Geometry","regular","Y01-SEC-004","Geometry - Synthetic Section 02-04","TCH-002","Teacher 02","high",0.9964,19.91,26.3,20.936,26.0696,6.39,5.1336,-1.4133469425292,-1.48778456428631,25.09,0,0,-1,-1.83697019872103e-16,"Y01-SEC-004 | 2026-2027",8.37599102570145,28.2859910257014,-1.98599102570145
"2026-2027",1,"SYN-SIS-000142","10","MATH-GEOM","Geometry","regular","Y01-SEC-004","Geometry - Synthetic Section 02-04","TCH-002","Teacher 02","normal",0.8962,32.41,50.69,33.3984,48.3187,18.28,14.9203,-0.795422255245671,-0.821269593884397,12.59,0,0,-1,-1.83697019872103e-16,"Y01-SEC-004 | 2026-2027",7.43889222420241,39.8488922242024,10.8411077757976
"2026-2027",1,"SYN-SIS-000225","10","MATH-GEOM","Geometry","regular","Y01-SEC-004","Geometry - Synthetic Section 02-04","TCH-002","Teacher 02","normal",0.9671,53.38,59.72,53.0228,58.5358,6.34,5.51300000000001,0.241208200141176,0.228283974060411,0,8.38,0,-1,-1.83697019872103e-16,"Y01-SEC-004 | 2026-2027",5.11887627600835,58.4988762760084,1.22112372399165
"2026-2027",1,"SYN-SIS-000254","11","MATH-GEOM","Geometry","regular","Y01-SEC-004","Geometry - Synthetic Section 02-04","TCH-002","Teacher 02","normal",0.9338,49.86,49.89,50.2044,49.9012,0.0300000000000011,-0.303199999999997,0.0672006082021345,0.0775501031703126,0,4.86,0,-1,-1.83697019872103e-16,"Y01-SEC-004 | 2026-2027",5.16280609867645,55.0228060986764,-5.13280609867645
"2026-2027",1,"SYN-SIS-000311","9","MATH-GEOM","Geometry","regular","Y01-SEC-004","Geometry - Synthetic Section 02-04","TCH-002","Teacher 02","high",0.9538,51.96,65.72,50.88,63.2804,13.76,12.4004,0.171011955665767,0.113682590813426,0,6.96,0,-1,-1.83697019872103e-16,"Y01-SEC-004 | 2026-2027",5.36142634255486,57.3214263425549,8.39857365744514
"2026-2027",1,"SYN-SIS-000322","9","MATH-GEOM","Geometry","regular","Y01-SEC-004","Geometry - Synthetic Section 02-04","TCH-002","Teacher 02","normal",0.927,30.74,41.48,32.9528,40.4372,10.74,7.48439999999999,-0.87797699346675,-0.845101205035628,14.26,0,0,-1,-1.83697019872103e-16,"Y01-SEC-004 | 2026-2027",7.81348894502166,38.5534889450217,2.92651105497834
"2026-2027",1,"SYN-SIS-000332","9","MATH-GEOM","Geometry","regular","Y01-SEC-004","Geometry - Synthetic Section 02-04","TCH-002","Teacher 02","normal",0.9392,46.14,46.82,45.9631,46.6646,0.68,0.701500000000003,-0.116693778733443,-0.149283407547178,0,1.14,0,-1,-1.83697019872103e-16,"Y01-SEC-004 | 2026-2027",6.18234751968289,52.3223475196829,-5.50234751968289
"2026-2027",1,"SYN-SIS-000335","9","MATH-GEOM","Geometry","regular","Y01-SEC-004","Geometry - Synthetic Section 02-04","TCH-002","Teacher 02","high",0.9724,23.39,26.15,26.7433,26.667,2.76,-0.0762999999999998,-1.24131670958946,-1.17719812928061,21.61,0,0,-1,-1.83697019872103e-16,"Y01-SEC-004 | 2026-2027",8.31238568211992,31.7023856821199,-5.55238568211992
"2026-2027",1,"SYN-SIS-000346","9","MATH-GEOM","Geometry","regular","Y01-SEC-004","Geometry - Synthetic Section 02-04","TCH-002","Teacher 02","normal",0.9284,6.28,22.21,12.2883,21.4318,15.93,9.1435,-2.08713202154316,-1.9502814757596,38.72,0,0,-1,-1.83697019872103e-16,"Y01-SEC-004 | 2026-2027",10.3663942407804,16.6463942407804,5.56360575921957
"2026-2027",1,"SYN-SIS-000017","10","MATH-GEOM","Geometry","regular","Y01-SEC-005","Geometry - Synthetic Section 02-05","TCH-001","Teacher 01","high",0.9973,30.43,42.57,31.173,41.1651,12.14,9.9921,-0.893301525711381,-0.94028859625412,14.57,0,0,-1,-1.83697019872103e-16,"Y01-SEC-005 | 2026-2027",7.27527531267204,37.705275312672,4.86472468732796
"2026-2027",1,"SYN-SIS-000050","10","MATH-GEOM","Geometry","regular","Y01-SEC-005","Geometry - Synthetic Section 02-05","TCH-001","Teacher 01","normal",0.9275,30.18,37.1,30.6356,36.473,6.92,5.8374,-0.905660019457052,-0.969029861587762,14.82,0,0,-1,-1.83697019872103e-16,"Y01-SEC-005 | 2026-2027",7.61484375343447,37.7948437534345,-0.694843753434471
"2026-2027",1,"SYN-SIS-000171","10","MATH-GEOM","Geometry","regular","Y01-SEC-005","Geometry - Synthetic Section 02-05","TCH-001","Teacher 01","high",0.9823,18.96,22.83,19.282,22.9198,3.87,3.6378,-1.46030921876275,-1.57624391088446,26.04,0,0,-1,-1.83697019872103e-16,"Y01-SEC-005 | 2026-2027",8.50093188356362,27.4609318835636,-4.63093188356362
"2026-2027",1,"SYN-SIS-000205","10","MATH-GEOM","Geometry","regular","Y01-SEC-005","Geometry - Synthetic Section 02-05","TCH-001","Teacher 01","high",0.983,18.32,22.8,19.8544,22.97,4.48,3.1156,-1.49194696275166,-1.54563077304119,26.68,0,0,-1,-1.83697019872103e-16,"Y01-SEC-005 | 2026-2027",8.56652044403146,26.8865204440315,-4.08652044403146
"2026-2027",1,"SYN-SIS-000221","10","MATH-GEOM","Geometry","regular","Y01-SEC-005","Geometry - Synthetic Section 02-05","TCH-001","Teacher 01","high",0.974,73.51,79.24,72.8209,77.6382,5.72999999999999,4.8173,1.23631411654257,1.28712737786018,0,15,13.51,-1,-1.83697019872103e-16,"Y01-SEC-005 | 2026-2027",2.81694841298496,76.326948412985,2.91305158701503
"2026-2027",1,"SYN-SIS-000288","9","MATH-GEOM","Geometry","regular","Y01-SEC-005","Geometry - Synthetic Section 02-05","TCH-001","Teacher 01","high",0.9582,31.71,39.15,33.7722,38.5769,7.44,4.8047,-0.830026037733548,-0.801277995481503,13.29,0,0,-1,-1.83697019872103e-16,"Y01-SEC-005 | 2026-2027",7.46902641632854,39.1790264163285,-0.0290264163285388
"2026-2027",1,"SYN-SIS-000293","9","MATH-GEOM","Geometry","regular","Y01-SEC-005","Geometry - Synthetic Section 02-05","TCH-001","Teacher 01","high",0.9802,43.14,56.32,43.4286,54.3562,13.18,10.9276,-0.26499570368149,-0.284833718280556,1.86,0,0,-1,-1.83697019872103e-16,"Y01-SEC-005 | 2026-2027",6.23479508808455,49.3747950880846,6.94520491191545
"2026-2027",1,"SYN-SIS-000303","9","MATH-GEOM","Geometry","regular","Y01-SEC-005","Geometry - Synthetic Section 02-05","TCH-001","Teacher 01","high",0.991,35.44,46.31,36.9234,45.0415,10.87,8.1181,-0.645637311048143,-0.632745291128367,9.56,0,0,-1,-1.83697019872103e-16,"Y01-SEC-005 | 2026-2027",7.01957459626162,42.4595745962616,3.85042540373838
"2026-2027",1,"SYN-SIS-000319","9","MATH-GEOM","Geometry","regular","Y01-SEC-005","Geometry - Synthetic Section 02-05","TCH-001","Teacher 01","normal",0.9499,32.84,37.44,34.7269,37.2581,4.59999999999999,2.5312,-0.774165646003117,-0.750218661625848,12.16,0,0,-1,-1.83697019872103e-16,"Y01-SEC-005 | 2026-2027",7.55236866260238,40.3923686626024,-2.95236866260239
"2026-2027",1,"SYN-SIS-000325","9","MATH-GEOM","Geometry","regular","Y01-SEC-005","Geometry - Synthetic Section 02-05","TCH-001","Teacher 01","high",0.9951,34.1,42.12,35.7914,41.3523,8.02,5.5609,-0.711878837524937,-0.693286996297112,10.9,0,0,-1,-1.83697019872103e-16,"Y01-SEC-005 | 2026-2027",7.15210090631901,41.252100906319,0.867899093680986
"2026-2027",1,"SYN-SIS-000329","9","MATH-GEOM","Geometry","regular","Y01-SEC-005","Geometry - Synthetic Section 02-05","TCH-001","Teacher 01","high",0.9858,41.86,43.4,42.3472,43.2984,1.54,0.9512,-0.328271191659323,-0.342669230621087,3.14,0,0,-1,-1.83697019872103e-16,"Y01-SEC-005 | 2026-2027",6.35831995701623,48.2183199570162,-4.81831995701623
"2026-2027",1,"SYN-SIS-000330","9","MATH-GEOM","Geometry","regular","Y01-SEC-005","Geometry - Synthetic Section 02-05","TCH-001","Teacher 01","high",0.976,38.69,44.4,39.6691,43.79,5.71,4.1209,-0.484976892354426,-0.485899566851137,6.31,0,0,-1,-1.83697019872103e-16,"Y01-SEC-005 | 2026-2027",6.70736064371076,45.3973606437108,-0.997360643710764
"2026-2027",1,"SYN-SIS-000344","9","MATH-GEOM","Geometry","regular","Y01-SEC-005","Geometry - Synthetic Section 02-05","TCH-001","Teacher 01","high",0.9925,14.41,25.96,19.1567,25.5058,11.55,6.3491,-1.68523380493395,-1.58294521446895,30.59,0,0,-1,-1.83697019872103e-16,"Y01-SEC-005 | 2026-2027",9.21394878960609,23.6239487896061,2.33605121039392
"2026-2027",1,"SYN-SIS-000029","10","MATH-ALG2","Algebra 2","regular","Y01-SEC-006","Algebra 2 - Synthetic Section 02-06","TCH-002","Teacher 02","high",0.981,49.17,55.4,49.2675,54.3909,6.23,5.1234,0.0330911654640839,0.0274427501909862,0,4.17,0,-1,-1.83697019872103e-16,"Y01-SEC-006 | 2026-2027",5.34711371810887,54.5171137181089,0.882886281891135
"2026-2027",1,"SYN-SIS-000070","10","MATH-ALG2","Algebra 2","regular","Y01-SEC-006","Algebra 2 - Synthetic Section 02-06","TCH-002","Teacher 02","normal",0.8939,45.62,54.51,45.3981,53.1286,8.89,7.7305,-0.142399445724438,-0.179500778059847,0,0.619999999999997,0,-1,-1.83697019872103e-16,"Y01-SEC-006 | 2026-2027",6.06296931824702,51.682969318247,2.82703068175298
"2026-2027",1,"SYN-SIS-000116","10","MATH-ALG2","Algebra 2","regular","Y01-SEC-006","Algebra 2 - Synthetic Section 02-06","TCH-002","Teacher 02","normal",0.9653,30.28,37.32,30.7726,36.677,7.04,5.9044,-0.900716621958784,-0.961702817764337,14.72,0,0,-1,-1.83697019872103e-16,"Y01-SEC-006 | 2026-2027",7.53552599542935,37.8155259954293,-0.495525995429346
"2026-2027",1,"SYN-SIS-000122","11","MATH-ALG2","Algebra 2","regular","Y01-SEC-006","Algebra 2 - Synthetic Section 02-06","TCH-002","Teacher 02","normal",0.957,26.24,38.4,27.2777,37.1702,12.16,9.8925,-1.10042988088882,-1.14861731016208,18.76,0,0,-1,-1.83697019872103e-16,"Y01-SEC-006 | 2026-2027",7.58823364686497,33.828233646865,4.57176635313503
"2026-2027",1,"SYN-SIS-000145","11","MATH-ALG2","Algebra 2","regular","Y01-SEC-006","Algebra 2 - Synthetic Section 02-06","TCH-002","Teacher 02","normal",0.92,15.7,33.85,16.8379,31.9493,18.15,15.1114,-1.62146397720629,-1.70695944233582,29.3,0,0,-1,-1.83697019872103e-16,"Y01-SEC-006 | 2026-2027",8.75681178582739,24.4568117858274,9.39318821417261
"2026-2027",1,"SYN-SIS-000178","10","MATH-ALG2","Algebra 2","regular","Y01-SEC-006","Algebra 2 - Synthetic Section 02-06","TCH-002","Teacher 02","high",0.9799,11.2,23.16,12.9573,22.3644,11.96,9.4071,-1.84391686462836,-1.91450196978973,33.8,0,0,-1,-1.83697019872103e-16,"Y01-SEC-006 | 2026-2027",9.31602982059186,20.5160298205919,2.64397017940814
"2026-2027",1,"SYN-SIS-000180","10","MATH-ALG2","Algebra 2","regular","Y01-SEC-006","Algebra 2 - Synthetic Section 02-06","TCH-002","Teacher 02","high",0.9915,37.37,45.72,38.3033,44.7668,8.35,6.4635,-0.550229739331567,-0.55894538038424,7.63,0,0,-1,-1.83697019872103e-16,"Y01-SEC-006 | 2026-2027",6.56078690444537,43.9307869044454,1.78921309555463
"2026-2027",1,"SYN-SIS-000222","10","MATH-ALG2","Algebra 2","regular","Y01-SEC-006","Algebra 2 - Synthetic Section 02-06","TCH-002","Teacher 02","normal",0.9403,28.8,41.69,29.8288,40.2444,12.89,10.4156,-0.973878904933153,-1.01217919703842,16.2,0,0,-1,-1.83697019872103e-16,"Y01-SEC-006 | 2026-2027",7.7356979660426,36.5356979660426,5.1543020339574
"2026-2027",1,"SYN-SIS-000283","10","MATH-ALG2","Algebra 2","regular","Y01-SEC-006","Algebra 2 - Synthetic Section 02-06","TCH-002","Teacher 02","high",0.9869,25.66,28.6,26.4722,28.7429,2.94,2.2707,-1.12910158637878,-1.19169711891952,19.34,0,0,-1,-1.83697019872103e-16,"Y01-SEC-006 | 2026-2027",7.79256901772891,33.4525690177289,-4.85256901772891
"2026-2027",1,"SYN-SIS-000063","11","MATH-ALG2","Algebra 2","regular","Y01-SEC-007","Algebra 2 - Synthetic Section 02-07","TCH-002","Teacher 02","high",0.9919,42.59,52.81,43.5276,51.4875,10.22,7.9599,-0.292184389921965,-0.279538993181876,2.41,0,0,-1,-1.83697019872103e-16,"Y01-SEC-007 | 2026-2027",5.63020589131116,48.2202058913112,4.58979410868884
